CIDADE_INI,CIDADE_FIM,N_AUTOS,EMPRESA,DESCRICAO,CARACTERISTICA
BRAGANÇA PAULISTA,TUIUTI,5714A,RAPIDO FENIX VIAÇÃO LTDA,AMPARO - BRAGANCA PAULISTA,Rodoviária Convencional
BRAGANÇA PAULISTA,VARGEM,9722A,NOSSA SENHORA DE FATIMA AUTO ÔNIBUS LTDA,BRAGANCA PAULISTA - VARGEM(BAIRRO ANHUMAS),Semiurbana
BRAGANÇA PAULISTA,VARGEM,9723A,NOSSA SENHORA DE FATIMA AUTO ÔNIBUS LTDA,VARGEM - BRAGANCA PTA(Rodoviaria),Semiurbana
BRAGANÇA PAULISTA,VARGEM,9724A,NOSSA SENHORA DE FATIMA AUTO ÔNIBUS LTDA,VARGEM - BRAGANCA PAULISTA,Semiurbana
BRAÚNA,CLEMENTINA,6547A,GUERINO SEISCENTO TRANSPORTES S/A,PENAPOLIS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,CLEMENTINA,6548A,GUERINO SEISCENTO TRANSPORTES S/A,CLEMENTINA - ARACATUBA,Semiurbana
BRAÚNA,CLEMENTINA,6781A,TRANSPORTE COLETIVO CÉLICO EIRELI,TUPA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,COROADOS,6548A,GUERINO SEISCENTO TRANSPORTES S/A,CLEMENTINA - ARACATUBA,Semiurbana
BRAÚNA,IACRI,6547A,GUERINO SEISCENTO TRANSPORTES S/A,PENAPOLIS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,IACRI,6781A,TRANSPORTE COLETIVO CÉLICO EIRELI,TUPA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,JOSÉ BONIFÁCIO,6547A,GUERINO SEISCENTO TRANSPORTES S/A,PENAPOLIS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,JOSÉ BONIFÁCIO,6781A,TRANSPORTE COLETIVO CÉLICO EIRELI,TUPA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,MIRASSOL,6781A,TRANSPORTE COLETIVO CÉLICO EIRELI,TUPA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,PARAPUÃ,6547A,GUERINO SEISCENTO TRANSPORTES S/A,PENAPOLIS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,PARAPUÃ,6781A,TRANSPORTE COLETIVO CÉLICO EIRELI,TUPA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,PENÁPOLIS,6547A,GUERINO SEISCENTO TRANSPORTES S/A,PENAPOLIS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,PENÁPOLIS,6781A,TRANSPORTE COLETIVO CÉLICO EIRELI,TUPA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,RINÓPOLIS,6547A,GUERINO SEISCENTO TRANSPORTES S/A,PENAPOLIS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,RINÓPOLIS,6781A,TRANSPORTE COLETIVO CÉLICO EIRELI,TUPA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,SANTÓPOLIS DO AGUAPEÍ,6547A,GUERINO SEISCENTO TRANSPORTES S/A,PENAPOLIS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,SANTÓPOLIS DO AGUAPEÍ,6781A,TRANSPORTE COLETIVO CÉLICO EIRELI,TUPA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,SÃO JOSÉ DO RIO PRETO,6547A,GUERINO SEISCENTO TRANSPORTES S/A,PENAPOLIS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,SÃO JOSÉ DO RIO PRETO,6781A,TRANSPORTE COLETIVO CÉLICO EIRELI,TUPA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,TUPÃ,6547A,GUERINO SEISCENTO TRANSPORTES S/A,PENAPOLIS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BRAÚNA,TUPÃ,6781A,TRANSPORTE COLETIVO CÉLICO EIRELI,TUPA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
BREJO ALEGRE,BURITAMA,9289A,EXPRESSO ITAMARATI S/A,ARACATUBA - BURITAMA,Semiurbana
BRODOWSKI,RIBEIRÃO PRETO,9027A,VIAÇÃO SÃO BENTO LTDA,RIBEIRAO PRETO - BATATAIS,Semiurbana
BRODOWSKI,RIBEIRÃO PRETO,9028A,VIAÇÃO SÃO BENTO LTDA,RIBEIRAO PRETO - BRODOWSKI,Semiurbana
BRODOWSKI,SANTO ANDRÉ,0828A,VIAÇÃO COMETA S/A,SAO PAULO - FRANCA,Rodoviária Convencional
BRODOWSKI,SÃO BERNARDO DO CAMPO,0828A,VIAÇÃO COMETA S/A,SAO PAULO - FRANCA,Rodoviária Convencional
BRODOWSKI,SÃO CAETANO DO SUL,0828A,VIAÇÃO COMETA S/A,SAO PAULO - FRANCA,Rodoviária Convencional
BRODOWSKI,SÃO PAULO,0828A,VIAÇÃO COMETA S/A,SAO PAULO - FRANCA,Rodoviária Convencional
BRODOWSKI,SÃO PAULO,0828E,VIAÇÃO COMETA S/A,SAO PAULO - FRANCA,Rodoviário Executivo
BRODOWSKI,SÃO PAULO,0828L,VIAÇÃO COMETA S/A,SAO PAULO - FRANCA,Rodoviário Leito
BROTAS,CAMPINAS,6433A,VIAÇÃO PIRACICABANA S/A,BAURU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
BROTAS,CAMPINAS,8514A,VIAÇÃO PIRACICABANA S/A,MARILIA - CAMPINAS,Rodoviária Convencional
BROTAS,CAMPINAS,8514E,VIAÇÃO PIRACICABANA S/A,MARILIA - CAMPINAS,Rodoviário Executivo
BROTAS,DOIS CÓRREGOS,6937A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ANALANDIA - PIRATININGA,Rodoviária Convencional
BROTAS,DOIS CÓRREGOS,6433A,VIAÇÃO PIRACICABANA S/A,BAURU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
BROTAS,GARÇA,8514A,VIAÇÃO PIRACICABANA S/A,MARILIA - CAMPINAS,Rodoviária Convencional
BROTAS,GARÇA,8514E,VIAÇÃO PIRACICABANA S/A,MARILIA - CAMPINAS,Rodoviário Executivo
BROTAS,ITIRAPINA,6937A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ANALANDIA - PIRATININGA,Rodoviária Convencional
BROTAS,JAÚ,6937A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ANALANDIA - PIRATININGA,Rodoviária Convencional
BROTAS,JUNDIAÍ,6433A,VIAÇÃO PIRACICABANA S/A,BAURU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
BROTAS,LIMEIRA,8514A,VIAÇÃO PIRACICABANA S/A,MARILIA - CAMPINAS,Rodoviária Convencional
BROTAS,LIMEIRA,8514E,VIAÇÃO PIRACICABANA S/A,MARILIA - CAMPINAS,Rodoviário Executivo
BROTAS,MARÍLIA,8514A,VIAÇÃO PIRACICABANA S/A,MARILIA - CAMPINAS,Rodoviária Convencional
BROTAS,MARÍLIA,8514E,VIAÇÃO PIRACICABANA S/A,MARILIA - CAMPINAS,Rodoviário Executivo
BROTAS,MINEIROS DO TIETÊ,6433A,VIAÇÃO PIRACICABANA S/A,BAURU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
BROTAS,PEDERNEIRAS,6937A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ANALANDIA - PIRATININGA,Rodoviária Convencional
BROTAS,PIRATININGA,6937A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ANALANDIA - PIRATININGA,Rodoviária Convencional
BROTAS,RIO CLARO,8514A,VIAÇÃO PIRACICABANA S/A,MARILIA - CAMPINAS,Rodoviária Convencional
BROTAS,RIO CLARO,8514E,VIAÇÃO PIRACICABANA S/A,MARILIA - CAMPINAS,Rodoviário Executivo
BROTAS,SÃO PAULO,6433A,VIAÇÃO PIRACICABANA S/A,BAURU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
BROTAS,TORRINHA,6433A,VIAÇÃO PIRACICABANA S/A,BAURU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
BURI,CAMPINA DO MONTE ALEGRE,7227A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SÃO PAULO(BARRA FUNDA) - BURI,Rodoviária Convencional
BURI,CAMPINA DO MONTE ALEGRE,7646A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,BURI - SOROCABA,Rodoviária Convencional
BURI,ITAPETININGA,7227A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SÃO PAULO(BARRA FUNDA) - BURI,Rodoviária Convencional
BURI,ITAPETININGA,7646A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,BURI - SOROCABA,Rodoviária Convencional
BURI,ITAPEVA,6562A,EXPRESSO AMARELINHO LTDA,BURI - ITAPEVA,Semiurbana
BURI,SÃO PAULO,7227A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SÃO PAULO(BARRA FUNDA) - BURI,Rodoviária Convencional
BURI,SOROCABA,7227A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SÃO PAULO(BARRA FUNDA) - BURI,Rodoviária Convencional
BURI,SOROCABA,7646A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,BURI - SOROCABA,Rodoviária Convencional
BURI,TAQUARIVAÍ,6562A,EXPRESSO AMARELINHO LTDA,BURI - ITAPEVA,Semiurbana
BURITAMA,JOSÉ BONIFÁCIO,6234A,TRANSPORTE COLETIVO CÉLICO EIRELI,BURITAMA - JOSE BONIFACIO,Semiurbana
BURITAMA,LOURDES,4497A,TRANSPORTE COLETIVO CÉLICO EIRELI,BIRIGUI - LOURDES,Rodoviária Convencional
BURITAMA,LOURDES,6234A,TRANSPORTE COLETIVO CÉLICO EIRELI,BURITAMA - JOSE BONIFACIO,Semiurbana
BURITAMA,MONÇÕES,9010A,EXPRESSO ITAMARATI S/A,BURITAMA - VOTUPORANGA,Semiurbana
BURITAMA,NHANDEARA,9010A,EXPRESSO ITAMARATI S/A,BURITAMA - VOTUPORANGA,Semiurbana
BURITAMA,PLANALTO,6234A,TRANSPORTE COLETIVO CÉLICO EIRELI,BURITAMA - JOSE BONIFACIO,Semiurbana
BURITAMA,TURIÚBA,9010A,EXPRESSO ITAMARATI S/A,BURITAMA - VOTUPORANGA,Semiurbana
BURITAMA,VOTUPORANGA,9010A,EXPRESSO ITAMARATI S/A,BURITAMA - VOTUPORANGA,Semiurbana
BURITAMA,ZACARIAS,6234A,TRANSPORTE COLETIVO CÉLICO EIRELI,BURITAMA - JOSE BONIFACIO,Semiurbana
BURITIZAL,GUARÁ,7327A,VIAÇÃO SÃO BENTO LTDA,SAO JOAQUIM DA BARRA - BURITIZAL,Semiurbana
BURITIZAL,ITUVERAVA,7327A,VIAÇÃO SÃO BENTO LTDA,SAO JOAQUIM DA BARRA - BURITIZAL,Semiurbana
BURITIZAL,SÃO JOAQUIM DA BARRA,7327A,VIAÇÃO SÃO BENTO LTDA,SAO JOAQUIM DA BARRA - BURITIZAL,Semiurbana
CABRÁLIA PAULISTA,DUARTINA,8769A,RODOVIÁRIO IBITINGUENSE LTDA,UBIRAJARA - BAURU,Semiurbana
CABRÁLIA PAULISTA,GARÇA,6985B,VIAÇÃO PIRACICABANA S/A,MARILIA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CABRÁLIA PAULISTA,GARÇA,6985C,VIAÇÃO PIRACICABANA S/A,MARILIA - SÃO PAULO(BARRA FUNDA),Rodoviário Executivo
CABRÁLIA PAULISTA,LUCIANÓPOLIS,8769A,RODOVIÁRIO IBITINGUENSE LTDA,UBIRAJARA - BAURU,Semiurbana
CABRÁLIA PAULISTA,MARÍLIA,6985B,VIAÇÃO PIRACICABANA S/A,MARILIA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CABRÁLIA PAULISTA,MARÍLIA,6985C,VIAÇÃO PIRACICABANA S/A,MARILIA - SÃO PAULO(BARRA FUNDA),Rodoviário Executivo
CABRÁLIA PAULISTA,PIRATININGA,8769A,RODOVIÁRIO IBITINGUENSE LTDA,UBIRAJARA - BAURU,Semiurbana
CABRÁLIA PAULISTA,SÃO PAULO,6985B,VIAÇÃO PIRACICABANA S/A,MARILIA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CABRÁLIA PAULISTA,SÃO PAULO,6985C,VIAÇÃO PIRACICABANA S/A,MARILIA - SÃO PAULO(BARRA FUNDA),Rodoviário Executivo
CABRÁLIA PAULISTA,UBIRAJARA,8769A,RODOVIÁRIO IBITINGUENSE LTDA,UBIRAJARA - BAURU,Semiurbana
CABRÁLIA PAULISTA,VERA CRUZ,6985B,VIAÇÃO PIRACICABANA S/A,MARILIA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CABRÁLIA PAULISTA,VERA CRUZ,6985C,VIAÇÃO PIRACICABANA S/A,MARILIA - SÃO PAULO(BARRA FUNDA),Rodoviário Executivo
CABREÚVA,ITU,0395A,VIAÇÃO VALE DO TIETE LTDA,ITU - JUNDIAI,Rodoviária Convencional
CABREÚVA,ITU,9046A,VIAÇÃO VALE DO TIETE LTDA,ITU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CABREÚVA,ITU,0968A,VIAÇÃO VALE DO TIETE LTDA,CABREUVA(B.JACARE) - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CABREÚVA,ITUPEVA,8210B,RAPIDO LUXO CAMPINAS LTDA,CABREUVA - ITUPEVA,Semiurbana
CABREÚVA,ITUPEVA,8210C,RAPIDO LUXO CAMPINAS LTDA,CABREUVA - ITUPEVA,Semiurbana
CABREÚVA,JUNDIAÍ,4291A,RAPIDO LUXO CAMPINAS LTDA,JUNDIAI - CABREÚVA(PINHAL),Semiurbana
CABREÚVA,JUNDIAÍ,4291B,RAPIDO LUXO CAMPINAS LTDA,JUNDIAI - CABREÚVA(CESP),Semiurbana
CABREÚVA,JUNDIAÍ,4291C,RAPIDO LUXO CAMPINAS LTDA,JUNDIAI - CABREÚVA(CAMPING),Semiurbana
CABREÚVA,JUNDIAÍ,4291D,RAPIDO LUXO CAMPINAS LTDA,JUNDIAI - CABREUVA,Semiurbana
CABREÚVA,JUNDIAÍ,4291E,RAPIDO LUXO CAMPINAS LTDA,JUNDIAI - CABREUVA,Semiurbana
CABREÚVA,JUNDIAÍ,8210A,RAPIDO LUXO CAMPINAS LTDA,JUNDIAI - CABREUVA,Semiurbana
CABREÚVA,JUNDIAÍ,8210D,RAPIDO LUXO CAMPINAS LTDA,JUNDIAI - CABREUVA,Semiurbana
CABREÚVA,JUNDIAÍ,8210E,RAPIDO LUXO CAMPINAS LTDA,JUNDIAI - CABREUVA,Semiurbana
CABREÚVA,JUNDIAÍ,0395A,VIAÇÃO VALE DO TIETE LTDA,ITU - JUNDIAI,Rodoviária Convencional
CABREÚVA,SALTO,9046A,VIAÇÃO VALE DO TIETE LTDA,ITU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CABREÚVA,SÃO PAULO,9046A,VIAÇÃO VALE DO TIETE LTDA,ITU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CABREÚVA,SÃO PAULO,0968A,VIAÇÃO VALE DO TIETE LTDA,CABREUVA(B.JACARE) - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
CABREÚVA,SOROCABA,0051A,VB TRANSPORTES E TURISMO LTDA,SOROCABA - JUNDIAI,Rodoviária Convencional
CAÇAPAVA,GUARAREMA,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
CAÇAPAVA,JACAREÍ,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
CAÇAPAVA,MAUÁ,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
CAÇAPAVA,MOGI DAS CRUZES,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
CAÇAPAVA,PRAIA GRANDE,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
CAÇAPAVA,RIBEIRÃO PIRES,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
CAÇAPAVA,SANTO ANDRÉ,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
CAÇAPAVA,SANTOS,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
CAÇAPAVA,SÃO BERNARDO DO CAMPO,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
CAÇAPAVA,SÃO PAULO,4425A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - CACAPAVA,Rodoviária Convencional
CAÇAPAVA,SÃO PAULO,4428A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - PINDAMONHANGABA,Rodoviária Convencional
CAÇAPAVA,SÃO PAULO,4429A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - GUARATINGUETA,Rodoviária Convencional
CAÇAPAVA,SÃO PAULO,8322A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - TAUBATE,Rodoviária Convencional
CAÇAPAVA,SÃO PAULO,9323A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - TAUBATE,Rodoviária Convencional
CAÇAPAVA,SÃO PAULO,9668A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - CACAPAVA,Rodoviária Convencional
CAÇAPAVA,SÃO VICENTE,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
CAÇAPAVA,SUZANO,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
CACHOEIRA PAULISTA,GUARULHOS,4430A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - CRUZEIRO,Rodoviária Convencional
CACHOEIRA PAULISTA,SÃO PAULO,4430A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - CRUZEIRO,Rodoviária Convencional
CACHOEIRA PAULISTA,SÃO PAULO,9324A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - CRUZEIRO,Rodoviária Convencional
CACONDE,CAMPINAS,2741A,VIAÇÃO SANTA CRUZ LTDA,AGUAI - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CACONDE,CASA BRANCA,6321A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - CACONDE,Rodoviária Convencional
CACONDE,CASA BRANCA,8763A,RAPIDO D OESTE LTDA,CASA BRANCA - CACONDE,Rodoviária Convencional
CACONDE,DIVINOLÂNDIA,4103A,VIAÇÃO GUAXUPE LTDA ,CACONDE - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CACONDE,DIVINOLÂNDIA,2741A,VIAÇÃO SANTA CRUZ LTDA,AGUAI - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CACONDE,ESTIVA GERBI,2741A,VIAÇÃO SANTA CRUZ LTDA,AGUAI - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CACONDE,ITOBI,6321A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - CACONDE,Rodoviária Convencional
CACONDE,ITOBI,8763A,RAPIDO D OESTE LTDA,CASA BRANCA - CACONDE,Rodoviária Convencional
CACONDE,MOGI GUAÇU,2741A,VIAÇÃO SANTA CRUZ LTDA,AGUAI - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CACONDE,MOJI MIRIM,2741A,VIAÇÃO SANTA CRUZ LTDA,AGUAI - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CACONDE,PORTO FERREIRA,6321A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - CACONDE,Rodoviária Convencional
CACONDE,RIBEIRÃO PRETO,6321A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - CACONDE,Rodoviária Convencional
CACONDE,SANTA CRUZ DAS PALMEIRAS,6321A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - CACONDE,Rodoviária Convencional
CACONDE,SÃO JOÃO DA BOA VISTA,4103A,VIAÇÃO GUAXUPE LTDA ,CACONDE - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CACONDE,SÃO JOÃO DA BOA VISTA,2741A,VIAÇÃO SANTA CRUZ LTDA,AGUAI - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CACONDE,SÃO JOSÉ DO RIO PARDO,6321A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - CACONDE,Rodoviária Convencional
CACONDE,SÃO JOSÉ DO RIO PARDO,8763A,RAPIDO D OESTE LTDA,CASA BRANCA - CACONDE,Rodoviária Convencional
CACONDE,SÃO PAULO,2741A,VIAÇÃO SANTA CRUZ LTDA,AGUAI - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CACONDE,SÃO SEBASTIÃO DA GRAMA,4103A,VIAÇÃO GUAXUPE LTDA ,CACONDE - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CACONDE,SÃO SEBASTIÃO DA GRAMA,2741A,VIAÇÃO SANTA CRUZ LTDA,AGUAI - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CACONDE,SÃO SIMÃO,6321A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - CACONDE,Rodoviária Convencional
CACONDE,TAPIRATIBA,6321A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - CACONDE,Rodoviária Convencional
CACONDE,TAPIRATIBA,8763A,RAPIDO D OESTE LTDA,CASA BRANCA - CACONDE,Rodoviária Convencional
CACONDE,VARGEM GRANDE DO SUL,4103A,VIAÇÃO GUAXUPE LTDA ,CACONDE - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CACONDE,VARGEM GRANDE DO SUL,2741A,VIAÇÃO SANTA CRUZ LTDA,AGUAI - SAO JOAO DA BOA VISTA,Rodoviária Convencional
CAFELÂNDIA,CATANDUVA,5916A,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,CATANDUVA,5916B,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,GUAIÇARA,6352A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - SAO JOSE DO RIO PRETO,Rodoviária Convencional
CAFELÂNDIA,GUARANTÃ,8382A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,BAURU - LINS,Semiurbana
CAFELÂNDIA,GUARANTÃ,5916A,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,GUARANTÃ,5916B,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,GUARARAPES,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
CAFELÂNDIA,ILHA SOLTEIRA,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
CAFELÂNDIA,ITAJOBI,5916A,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,ITAJOBI,5916B,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,JACI,6352A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - SAO JOSE DO RIO PRETO,Rodoviária Convencional
CAFELÂNDIA,JOSÉ BONIFÁCIO,6352A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - SAO JOSE DO RIO PRETO,Rodoviária Convencional
CAFELÂNDIA,JOSÉ BONIFÁCIO,7361A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - JOSE BONIFACIO,Rodoviária Convencional
CAFELÂNDIA,JÚLIO MESQUITA,5916A,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,JÚLIO MESQUITA,5916B,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,LINS,1807A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ARACATUBA,Rodoviária Convencional
CAFELÂNDIA,LINS,6352A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - SAO JOSE DO RIO PRETO,Rodoviária Convencional
CAFELÂNDIA,LINS,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
CAFELÂNDIA,LINS,7361A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - JOSE BONIFACIO,Rodoviária Convencional
CAFELÂNDIA,LINS,8042A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ARACATUBA,Rodoviária Convencional
CAFELÂNDIA,LINS,8042L,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ARACATUBA,Rodoviário Leito
CAFELÂNDIA,LINS,8382A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,BAURU - LINS,Semiurbana
CAFELÂNDIA,LINS,8383A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,CAFELANDIA - LINS,Semiurbana
CAFELÂNDIA,LINS,5916A,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,LINS,5916B,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,MARÍLIA,5916A,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,MARÍLIA,5916B,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,MIRANDÓPOLIS,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
CAFELÂNDIA,NOVO HORIZONTE,5916A,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,NOVO HORIZONTE,5916B,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
CAFELÂNDIA,PENÁPOLIS,1807A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ARACATUBA,Rodoviária Convencional
