CIDADE_INI,CIDADE_FIM,N_AUTOS,EMPRESA,DESCRICAO,CARACTERISTICA
ÁGUAS DA PRATA,SÃO JOÃO DA BOA VISTA,7848A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - AGUAS DA PRATA,Rodoviária Convencional
ÁGUAS DA PRATA,SÃO JOÃO DA BOA VISTA,0770A,VIAÇÃO COMETA S/A,SÃO PAULO (T.TIÊTE) - AGUAS DA PRATA,Rodoviária Convencional
ÁGUAS DA PRATA,SÃO JOÃO DA BOA VISTA,8757A,VIAÇÃO GUAXUPE LTDA ,SAO JOAO DA BOA VISTA - AGUAS DA PRATA,Semiurbana
ÁGUAS DA PRATA,SÃO PAULO,0770A,VIAÇÃO COMETA S/A,SÃO PAULO (T.TIÊTE) - AGUAS DA PRATA,Rodoviária Convencional
ÁGUAS DA PRATA,VARGEM GRANDE DO SUL,7848A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - AGUAS DA PRATA,Rodoviária Convencional
ÁGUAS DE LINDÓIA,AMPARO,3984A,RAPIDO FENIX VIAÇÃO LTDA,SÃO PAULO (T.TIÊTE) - AGUAS DE LINDOIA,Rodoviária Convencional
ÁGUAS DE LINDÓIA,AMPARO,4568A,RAPIDO FENIX VIAÇÃO LTDA,SERRA NEGRA - AGUAS DE LINDOIA,Semiurbana
ÁGUAS DE LINDÓIA,AMPARO,8632A,RAPIDO FENIX VIAÇÃO LTDA,CAMPINAS - AGUAS DE LINDOIA,Rodoviária Convencional
ÁGUAS DE LINDÓIA,AMPARO,8731A,RAPIDO FENIX VIAÇÃO LTDA,SÃO PAULO (T.TIÊTE) - AGUAS DE LINDOIA,Rodoviário Executivo
ÁGUAS DE LINDÓIA,BRAGANÇA PAULISTA,5441A,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
ÁGUAS DE LINDÓIA,BRAGANÇA PAULISTA,5441E,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
ÁGUAS DE LINDÓIA,BRAGANÇA PAULISTA,8053A,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - BRAGANCA PAULISTA,Semiurbana
ÁGUAS DE LINDÓIA,CAMPINAS,4568A,RAPIDO FENIX VIAÇÃO LTDA,SERRA NEGRA - AGUAS DE LINDOIA,Semiurbana
ÁGUAS DE LINDÓIA,CAMPINAS,8632A,RAPIDO FENIX VIAÇÃO LTDA,CAMPINAS - AGUAS DE LINDOIA,Rodoviária Convencional
ÁGUAS DE LINDÓIA,ITAPIRA,7323A,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - ITAPIRA,Semiurbana
ÁGUAS DE LINDÓIA,ITATIBA,3984A,RAPIDO FENIX VIAÇÃO LTDA,SÃO PAULO (T.TIÊTE) - AGUAS DE LINDOIA,Rodoviária Convencional
ÁGUAS DE LINDÓIA,ITATIBA,8731A,RAPIDO FENIX VIAÇÃO LTDA,SÃO PAULO (T.TIÊTE) - AGUAS DE LINDOIA,Rodoviário Executivo
ÁGUAS DE LINDÓIA,JAGUARIÚNA,4568A,RAPIDO FENIX VIAÇÃO LTDA,SERRA NEGRA - AGUAS DE LINDOIA,Semiurbana
ÁGUAS DE LINDÓIA,JAGUARIÚNA,8632A,RAPIDO FENIX VIAÇÃO LTDA,CAMPINAS - AGUAS DE LINDOIA,Rodoviária Convencional
ÁGUAS DE LINDÓIA,JUNDIAÍ,3984A,RAPIDO FENIX VIAÇÃO LTDA,SÃO PAULO (T.TIÊTE) - AGUAS DE LINDOIA,Rodoviária Convencional
ÁGUAS DE LINDÓIA,LINDÓIA,5441A,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
ÁGUAS DE LINDÓIA,LINDÓIA,5441E,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
ÁGUAS DE LINDÓIA,LINDÓIA,7323A,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - ITAPIRA,Semiurbana
ÁGUAS DE LINDÓIA,LINDÓIA,8053A,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - BRAGANCA PAULISTA,Semiurbana
ÁGUAS DE LINDÓIA,LINDÓIA,3984A,RAPIDO FENIX VIAÇÃO LTDA,SÃO PAULO (T.TIÊTE) - AGUAS DE LINDOIA,Rodoviária Convencional
ÁGUAS DE LINDÓIA,LINDÓIA,4568A,RAPIDO FENIX VIAÇÃO LTDA,SERRA NEGRA - AGUAS DE LINDOIA,Semiurbana
ÁGUAS DE LINDÓIA,LINDÓIA,8632A,RAPIDO FENIX VIAÇÃO LTDA,CAMPINAS - AGUAS DE LINDOIA,Rodoviária Convencional
ÁGUAS DE LINDÓIA,MONGAGUÁ,7955A,RAPIDO FENIX VIAÇÃO LTDA,AGUAS DE LINDOIA - MONGAGUA,Rodoviária Litorânea
ÁGUAS DE LINDÓIA,MORUNGABA,3984A,RAPIDO FENIX VIAÇÃO LTDA,SÃO PAULO (T.TIÊTE) - AGUAS DE LINDOIA,Rodoviária Convencional
ÁGUAS DE LINDÓIA,MORUNGABA,8731A,RAPIDO FENIX VIAÇÃO LTDA,SÃO PAULO (T.TIÊTE) - AGUAS DE LINDOIA,Rodoviário Executivo
ÁGUAS DE LINDÓIA,PEDREIRA,4568A,RAPIDO FENIX VIAÇÃO LTDA,SERRA NEGRA - AGUAS DE LINDOIA,Semiurbana
ÁGUAS DE LINDÓIA,PEDREIRA,8632A,RAPIDO FENIX VIAÇÃO LTDA,CAMPINAS - AGUAS DE LINDOIA,Rodoviária Convencional
ÁGUAS DE LINDÓIA,PINHALZINHO,5441A,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
ÁGUAS DE LINDÓIA,PINHALZINHO,5441E,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
ÁGUAS DE LINDÓIA,PINHALZINHO,8053A,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - BRAGANCA PAULISTA,Semiurbana
ÁGUAS DE LINDÓIA,SÃO PAULO,5441A,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
ÁGUAS DE LINDÓIA,SÃO PAULO,5441E,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
ÁGUAS DE LINDÓIA,SÃO PAULO,3984A,RAPIDO FENIX VIAÇÃO LTDA,SÃO PAULO (T.TIÊTE) - AGUAS DE LINDOIA,Rodoviária Convencional
ÁGUAS DE LINDÓIA,SÃO PAULO,8731A,RAPIDO FENIX VIAÇÃO LTDA,SÃO PAULO (T.TIÊTE) - AGUAS DE LINDOIA,Rodoviário Executivo
ÁGUAS DE LINDÓIA,SÃO VICENTE,7955A,RAPIDO FENIX VIAÇÃO LTDA,AGUAS DE LINDOIA - MONGAGUA,Rodoviária Litorânea
ÁGUAS DE LINDÓIA,SERRA NEGRA,3984A,RAPIDO FENIX VIAÇÃO LTDA,SÃO PAULO (T.TIÊTE) - AGUAS DE LINDOIA,Rodoviária Convencional
ÁGUAS DE LINDÓIA,SERRA NEGRA,4568A,RAPIDO FENIX VIAÇÃO LTDA,SERRA NEGRA - AGUAS DE LINDOIA,Semiurbana
ÁGUAS DE LINDÓIA,SERRA NEGRA,8632A,RAPIDO FENIX VIAÇÃO LTDA,CAMPINAS - AGUAS DE LINDOIA,Rodoviária Convencional
ÁGUAS DE LINDÓIA,SERRA NEGRA,8731A,RAPIDO FENIX VIAÇÃO LTDA,SÃO PAULO (T.TIÊTE) - AGUAS DE LINDOIA,Rodoviário Executivo
ÁGUAS DE LINDÓIA,SOCORRO,5441A,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
ÁGUAS DE LINDÓIA,SOCORRO,5441E,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
ÁGUAS DE LINDÓIA,SOCORRO,8053A,AUTO VIAÇÃO BRAGANCA LTDA,AGUAS DE LINDOIA - BRAGANCA PAULISTA,Semiurbana
ÁGUAS DE SANTA BÁRBARA,AVARÉ,5670A,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
ÁGUAS DE SANTA BÁRBARA,AVARÉ,5670E,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviário Executivo
ÁGUAS DE SANTA BÁRBARA,AVARÉ,6570A,EMPRESA PRINCESA DO NORTE S/A,AVARE - AGUAS DE SANTA BARBARA,Semiurbana
ÁGUAS DE SANTA BÁRBARA,AVARÉ,6629A,RAPIDO LUXO CAMPINAS LTDA,AVARE - AGUAS DE SANTA BARBARA,Semiurbana
ÁGUAS DE SANTA BÁRBARA,CERQUEIRA CÉSAR,5670A,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
ÁGUAS DE SANTA BÁRBARA,CERQUEIRA CÉSAR,5670E,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviário Executivo
ÁGUAS DE SANTA BÁRBARA,CERQUEIRA CÉSAR,6570A,EMPRESA PRINCESA DO NORTE S/A,AVARE - AGUAS DE SANTA BARBARA,Semiurbana
ÁGUAS DE SANTA BÁRBARA,FARTURA,5670A,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
ÁGUAS DE SANTA BÁRBARA,FARTURA,5670E,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviário Executivo
ÁGUAS DE SANTA BÁRBARA,FARTURA,8072A,EMPRESA PRINCESA DO NORTE S/A,SÃO PAULO(BARRA FUNDA) - FARTURA,Rodoviária Convencional
ÁGUAS DE SANTA BÁRBARA,FARTURA,8072E,EMPRESA PRINCESA DO NORTE S/A,SÃO PAULO(BARRA FUNDA) - FARTURA,Rodoviário Executivo
ÁGUAS DE SANTA BÁRBARA,IARAS,6629A,RAPIDO LUXO CAMPINAS LTDA,AVARE - AGUAS DE SANTA BARBARA,Semiurbana
ÁGUAS DE SANTA BÁRBARA,MANDURI,6459A,AUTO ÔNIBUS DEL OESTE LTDA - EPP,PIRAJU - AGUAS DE SANTA BARBARA,Semiurbana
ÁGUAS DE SANTA BÁRBARA,MANDURI,5670A,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
ÁGUAS DE SANTA BÁRBARA,MANDURI,5670E,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviário Executivo
ÁGUAS DE SANTA BÁRBARA,ÓLEO,6459A,AUTO ÔNIBUS DEL OESTE LTDA - EPP,PIRAJU - AGUAS DE SANTA BARBARA,Semiurbana
ÁGUAS DE SANTA BÁRBARA,PARDINHO,5670A,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
ÁGUAS DE SANTA BÁRBARA,PARDINHO,5670E,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviário Executivo
ÁGUAS DE SANTA BÁRBARA,PIRAJU,6459A,AUTO ÔNIBUS DEL OESTE LTDA - EPP,PIRAJU - AGUAS DE SANTA BARBARA,Semiurbana
ÁGUAS DE SANTA BÁRBARA,PIRAJU,5670A,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
ÁGUAS DE SANTA BÁRBARA,PIRAJU,5670E,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviário Executivo
ÁGUAS DE SANTA BÁRBARA,SÃO PAULO,5670A,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
ÁGUAS DE SANTA BÁRBARA,SÃO PAULO,5670E,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviário Executivo
ÁGUAS DE SANTA BÁRBARA,SÃO PAULO,8072A,EMPRESA PRINCESA DO NORTE S/A,SÃO PAULO(BARRA FUNDA) - FARTURA,Rodoviária Convencional
ÁGUAS DE SANTA BÁRBARA,SÃO PAULO,8072E,EMPRESA PRINCESA DO NORTE S/A,SÃO PAULO(BARRA FUNDA) - FARTURA,Rodoviário Executivo
ÁGUAS DE SANTA BÁRBARA,SARUTAIÁ,5670A,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
ÁGUAS DE SANTA BÁRBARA,SARUTAIÁ,5670E,EMPRESA PRINCESA DO NORTE S/A,FARTURA - SÃO PAULO(BARRA FUNDA),Rodoviário Executivo
ÁGUAS DE SANTA BÁRBARA,SARUTAIÁ,8072A,EMPRESA PRINCESA DO NORTE S/A,SÃO PAULO(BARRA FUNDA) - FARTURA,Rodoviária Convencional
ÁGUAS DE SANTA BÁRBARA,SARUTAIÁ,8072E,EMPRESA PRINCESA DO NORTE S/A,SÃO PAULO(BARRA FUNDA) - FARTURA,Rodoviário Executivo
ÁGUAS DE SÃO PEDRO,AGUDOS,7335A,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,AGUDOS,8514B,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,AMERICANA,3353A,VIAÇÃO PIRACICABANA S/A,SAO PEDRO - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,AMERICANA,3353E,VIAÇÃO PIRACICABANA S/A,SAO PEDRO - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
ÁGUAS DE SÃO PEDRO,AMERICANA,4361A,VIAÇÃO PIRACICABANA S/A,SÃO PAULO (T.TIÊTE) - SAO PEDRO,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,BARRA BONITA,0069A,VIAÇÃO PIRACICABANA S/A,PIRACICABA - JAU,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,BAURU,7335A,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,BAURU,8514B,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,CHARQUEADA,0039A,VB TRANSPORTES E TURISMO LTDA,IPEUNA - RIO CLARO,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,GARÇA,7335A,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,GARÇA,8514B,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,IPEÚNA,0039A,VB TRANSPORTES E TURISMO LTDA,IPEUNA - RIO CLARO,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,JAÚ,0069A,VIAÇÃO PIRACICABANA S/A,PIRACICABA - JAU,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,JUNDIAÍ,4361A,VIAÇÃO PIRACICABANA S/A,SÃO PAULO (T.TIÊTE) - SAO PEDRO,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,LENÇÓIS PAULISTA,7335A,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,LENÇÓIS PAULISTA,8514B,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,MARÍLIA,7335A,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,MARÍLIA,8514B,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,NOVA ODESSA,3353A,VIAÇÃO PIRACICABANA S/A,SAO PEDRO - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,NOVA ODESSA,3353E,VIAÇÃO PIRACICABANA S/A,SAO PEDRO - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
ÁGUAS DE SÃO PEDRO,OSASCO,3353A,VIAÇÃO PIRACICABANA S/A,SAO PEDRO - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,PIRACICABA,7119A,VIAÇÃO PIRACEMA DE TRANSPORTE LTDA,PIRACICABA - SAO PEDRO,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,PIRACICABA,3353A,VIAÇÃO PIRACICABANA S/A,SAO PEDRO - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,PIRACICABA,3353E,VIAÇÃO PIRACICABANA S/A,SAO PEDRO - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
ÁGUAS DE SÃO PEDRO,PIRACICABA,4361A,VIAÇÃO PIRACICABANA S/A,SÃO PAULO (T.TIÊTE) - SAO PEDRO,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,PIRACICABA,0068B,VIAÇÃO PIRACICABANA S/A,PIRACICABA - SANTA MARIA DA SERRA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,RIO CLARO,0039A,VB TRANSPORTES E TURISMO LTDA,IPEUNA - RIO CLARO,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,SANTA BÁRBARA D'OESTE,3353A,VIAÇÃO PIRACICABANA S/A,SAO PEDRO - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,SANTA BÁRBARA D'OESTE,3353E,VIAÇÃO PIRACICABANA S/A,SAO PEDRO - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
ÁGUAS DE SÃO PEDRO,SANTA BÁRBARA D'OESTE,4361A,VIAÇÃO PIRACICABANA S/A,SÃO PAULO (T.TIÊTE) - SAO PEDRO,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,SANTA MARIA DA SERRA,0068B,VIAÇÃO PIRACICABANA S/A,PIRACICABA - SANTA MARIA DA SERRA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,SANTA MARIA DA SERRA,0069A,VIAÇÃO PIRACICABANA S/A,PIRACICABA - JAU,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,SÃO MANUEL,0069A,VIAÇÃO PIRACICABANA S/A,PIRACICABA - JAU,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,SÃO PAULO,3353A,VIAÇÃO PIRACICABANA S/A,SAO PEDRO - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,SÃO PAULO,3353E,VIAÇÃO PIRACICABANA S/A,SAO PEDRO - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
ÁGUAS DE SÃO PEDRO,SÃO PAULO,4361A,VIAÇÃO PIRACICABANA S/A,SÃO PAULO (T.TIÊTE) - SAO PEDRO,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,SÃO PEDRO,0039A,VB TRANSPORTES E TURISMO LTDA,IPEUNA - RIO CLARO,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,SÃO PEDRO,7119A,VIAÇÃO PIRACEMA DE TRANSPORTE LTDA,PIRACICABA - SAO PEDRO,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,SÃO PEDRO,3353A,VIAÇÃO PIRACICABANA S/A,SAO PEDRO - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,SÃO PEDRO,3353E,VIAÇÃO PIRACICABANA S/A,SAO PEDRO - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
ÁGUAS DE SÃO PEDRO,SÃO PEDRO,4361A,VIAÇÃO PIRACICABANA S/A,SÃO PAULO (T.TIÊTE) - SAO PEDRO,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,SÃO PEDRO,0068B,VIAÇÃO PIRACICABANA S/A,PIRACICABA - SANTA MARIA DA SERRA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,TORRINHA,0068B,VIAÇÃO PIRACICABANA S/A,PIRACICABA - SANTA MARIA DA SERRA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,VERA CRUZ,7335A,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
ÁGUAS DE SÃO PEDRO,VERA CRUZ,8514B,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,AMERICANA,7335A,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,AMERICANA,8514B,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,AREIÓPOLIS,4396A,VIAÇÃO PIRACICABANA S/A,MARILIA - BOTUCATU,Rodoviária Convencional
AGUDOS,AREIÓPOLIS,8516A,VIAÇÃO PIRACICABANA S/A,BAURU - AREIOPOLIS,Semiurbana
AGUDOS,AREIÓPOLIS,8517A,VIAÇÃO PIRACICABANA S/A,BAURU - BOTUCATU,Rodoviária Convencional
AGUDOS,BAURU,4396A,VIAÇÃO PIRACICABANA S/A,MARILIA - BOTUCATU,Rodoviária Convencional
AGUDOS,BAURU,7335A,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,BAURU,8514B,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,BAURU,8515A,VIAÇÃO PIRACICABANA S/A,BAURU - AGUDOS,Semiurbana
AGUDOS,BAURU,8516A,VIAÇÃO PIRACICABANA S/A,BAURU - AREIOPOLIS,Semiurbana
AGUDOS,BAURU,8517A,VIAÇÃO PIRACICABANA S/A,BAURU - BOTUCATU,Rodoviária Convencional
AGUDOS,BOITUVA,7381A,VIAÇÃO PIRACICABANA S/A,MARILIA - SOROCABA,Rodoviária Convencional
AGUDOS,BOREBI,8516B,VIAÇÃO PIRACICABANA S/A,AGUDOS - BOREBI,Semiurbana
AGUDOS,BOTUCATU,4396A,VIAÇÃO PIRACICABANA S/A,MARILIA - BOTUCATU,Rodoviária Convencional
AGUDOS,BOTUCATU,8517A,VIAÇÃO PIRACICABANA S/A,BAURU - BOTUCATU,Rodoviária Convencional
AGUDOS,DUARTINA,4396A,VIAÇÃO PIRACICABANA S/A,MARILIA - BOTUCATU,Rodoviária Convencional
AGUDOS,GÁLIA,4396A,VIAÇÃO PIRACICABANA S/A,MARILIA - BOTUCATU,Rodoviária Convencional
AGUDOS,GARÇA,4396A,VIAÇÃO PIRACICABANA S/A,MARILIA - BOTUCATU,Rodoviária Convencional
AGUDOS,GARÇA,7335A,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,GARÇA,8514B,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,ITAPETININGA,7381B,VIAÇÃO PIRACICABANA S/A,MARILIA - SOROCABA,Rodoviária Convencional
AGUDOS,LENÇÓIS PAULISTA,4396A,VIAÇÃO PIRACICABANA S/A,MARILIA - BOTUCATU,Rodoviária Convencional
AGUDOS,LENÇÓIS PAULISTA,7335A,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,LENÇÓIS PAULISTA,8514B,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,LENÇÓIS PAULISTA,8516A,VIAÇÃO PIRACICABANA S/A,BAURU - AREIOPOLIS,Semiurbana
AGUDOS,LENÇÓIS PAULISTA,8517A,VIAÇÃO PIRACICABANA S/A,BAURU - BOTUCATU,Rodoviária Convencional
AGUDOS,MARÍLIA,4396A,VIAÇÃO PIRACICABANA S/A,MARILIA - BOTUCATU,Rodoviária Convencional
AGUDOS,MARÍLIA,7335A,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,MARÍLIA,7381A,VIAÇÃO PIRACICABANA S/A,MARILIA - SOROCABA,Rodoviária Convencional
AGUDOS,MARÍLIA,7381B,VIAÇÃO PIRACICABANA S/A,MARILIA - SOROCABA,Rodoviária Convencional
AGUDOS,MARÍLIA,8514B,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,PIRACICABA,7335A,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,PIRACICABA,8514B,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,PIRATININGA,4396A,VIAÇÃO PIRACICABANA S/A,MARILIA - BOTUCATU,Rodoviária Convencional
AGUDOS,PRAIA GRANDE,9353B,VIAÇÃO PIRACICABANA S/A,BAURU - PRAIA GRANDE(CIDADE OCIAN,Rodoviária Litorânea
AGUDOS,PRAIA GRANDE,9353E,VIAÇÃO PIRACICABANA S/A,BAURU - PRAIA GRANDE (TATICO),Rodoviário Executivo
AGUDOS,SANTA BÁRBARA D'OESTE,7335A,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,SANTA BÁRBARA D'OESTE,8514B,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,SANTOS,9353B,VIAÇÃO PIRACICABANA S/A,BAURU - PRAIA GRANDE(CIDADE OCIAN,Rodoviária Litorânea
AGUDOS,SANTOS,9353E,VIAÇÃO PIRACICABANA S/A,BAURU - PRAIA GRANDE (TATICO),Rodoviário Executivo
AGUDOS,SÃO MANUEL,4396A,VIAÇÃO PIRACICABANA S/A,MARILIA - BOTUCATU,Rodoviária Convencional
AGUDOS,SÃO MANUEL,7335A,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,SÃO MANUEL,8514B,VIAÇÃO PIRACICABANA S/A,MARILIA - AMERICANA,Rodoviária Convencional
AGUDOS,SÃO MANUEL,8517A,VIAÇÃO PIRACICABANA S/A,BAURU - BOTUCATU,Rodoviária Convencional
AGUDOS,SÃO PAULO,6986A,VIAÇÃO PIRACICABANA S/A,TUPA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
AGUDOS,SÃO PAULO,6986E,VIAÇÃO PIRACICABANA S/A,TUPA - SÃO PAULO(BARRA FUNDA),Rodoviário Executivo
AGUDOS,SÃO PAULO,6986L,VIAÇÃO PIRACICABANA S/A,TUPA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
AGUDOS,SÃO PAULO,6987A,VIAÇÃO PIRACICABANA S/A,BAURU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
AGUDOS,SÃO PAULO,6987B,VIAÇÃO PIRACICABANA S/A,BAURU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
