n° Autos;Iti;Permissionária;TC;Denominação da Linha;Característica;Situação
8165;A;RAPIDO LUXO CAMPINAS LTDA;1;CAMPO LIMPO PAULISTA - CAJAMAR;Semiurbana;Ativa
8166;A;VIAÇÃO PIRACEMA DE TRANSPORTE LTDA;1;TATUI - PIRACICABA;Rodoviária Convencional;Ativa
8166;B;TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;2;ITAPETININGA - PARANAPANEMA;Rodoviária Convencional;Ativa
8166;C;TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;2;SÃO PAULO(BARRA FUNDA) - BURI;Rodoviária Convencional;Ativa
8166;D;TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;2;ITAPETININGA - RECHAN;Semiurbana;Ativa
8169;A;VALLESUL TRANSPORTES E TURISMO LTDA;5;REGISTRO - SANTOS;Rodoviária Litorânea;Ativa
8171;A;VALLESUL TRANSPORTES E TURISMO LTDA;5;REGISTRO - PERUIBE;Rodoviária Litorânea;Ativa
8180;A;VIAÇÃO LUWASA LTDA;4;SALES - IBIRA;Semiurbana;Ativa
8184;A;VIAÇÃO CALVIPE LTDA;2;CONCHAS - SOROCABA;Rodoviária Convencional;Ativa
8185;A;VIAÇÃO CALVIPE LTDA;2;CONCHAS - CERQUILHO;Rodoviária Convencional;Ativa
8185;B;ULTRA S/A - TRANSPORTES INTERURBANOS;5;SAO PAULO(T.JABAQUARA) - BERTIOGA(AGÊNCIA);Rodoviária Litorânea;Ativa
8190;A;ULTRA S/A - TRANSPORTES INTERURBANOS;5;SAO PAULO(T.JABAQUARA) - TERMINAL VISTA LINDA;Rodoviária Litorânea;Ativa
8191;A;EMPRESA DE TRANSPORTES ANDORINHA S/A;3;PRESIDENTE PRUDENTE - PRESIDENTE EPITACIO;Semiurbana;Ativa
8192;A;RAPIDO FENIX VIAÇÃO LTDA;1;AMPARO - MOJI MIRIM;Rodoviária Convencional;Ativa
8193;A;CRISTALENSE TRANSPORTES E TURISMO LTDA;1;FRANCA - ITUVERAVA;Semiurbana;Ativa
8194;A;EMPRESA PRINCESA DO NORTE S/A;3;ITAPEVA - TAQUARITUBA;Semiurbana;Ativa
8196;A;AUTO VIAÇÃO BRAGANCA LTDA;1;AGUAS DE LINDOIA - ITAPIRA;Semiurbana;Ativa
8197;A;VIAÇÃO SÃO BENTO LTDA;1;RIBEIRAO PRETO - CAJURU;Rodoviária Convencional;Ativa
8198;A;VIAÇÃO SÃO BENTO LTDA;1;RIBEIRAO PRETO - BURITIZAL;Rodoviária Convencional;Ativa
8199;A;VIAÇÃO PIRACICABANA S/A;3;MARILIA - AMERICANA;Rodoviária Convencional;Ativa
8200;A;GUERINO SEISCENTO TRANSPORTES S/A;3;RINOPOLIS - OSVALDO CRUZ;Semiurbana;Ativa
8206;A;GUERINO SEISCENTO TRANSPORTES S/A;3;PARAPUA - OSVALDO CRUZ;Semiurbana;Ativa
8210;A;VIAÇÃO CAMPO DOS OUROS LTDA;1;VARZEA PAULISTA - ESTAÇÃO DA LUZ;Rodoviária Convencional;Ativa
8210;B;VIAÇÃO CAMPO DOS OUROS LTDA;1;VARZEA PAULISTA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
8210;C;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;SÃO PAULO(BARRA FUNDA) - JOSE BONIFACIO;Rodoviária Convencional;Ativa
8210;D;TRANSPORTADORA TURÍSTICA PETITTO LTDA;1;PRADOPOLIS - JABOTICABAL;Semiurbana;Ativa
8210;E;TRANSPORTADORA TURÍSTICA PETITTO LTDA;1;TAIACU - JABOTICABAL;Semiurbana;Ativa
8218;A;TRANSPORTADORA TURÍSTICA PETITTO LTDA;1;TAIUVA - BEBEDOURO;Semiurbana;Ativa
8225;A;RAPIDO FENIX VIAÇÃO LTDA;1;PEDREIRA - MOJI MIRIM;Rodoviária Convencional;Ativa
8233;A;VIAÇÃO PIRACICABANA S/A;3;MARILIA - SOROCABA;Rodoviária Convencional;Ativa
8247;A;VIAÇÃO PIRACICABANA S/A;3;MARILIA - SOROCABA;Rodoviária Convencional;Ativa
8258;A;GUERINO SEISCENTO TRANSPORTES S/A;3;LINS - ASSIS;Semiurbana;Ativa
8266;A;GUERINO SEISCENTO TRANSPORTES S/A;3;LINS - MARILIA;Semiurbana;Ativa
8267;A;VIAÇÃO VALE DO TIETE LTDA;2;SÃO PAULO(BARRA FUNDA) - PORTO FELIZ;Rodoviária Convencional;Ativa
8268;A;VIAÇÃO VALE DO TIETE LTDA;2;SÃO PAULO(BARRA FUNDA) - TIETE;Rodoviária Convencional;Ativa
8292;A;RAPIDO LUXO CAMPINAS LTDA;1;TATUI - BOFETE;Rodoviária Convencional;Ativa
8300;A;RAPIDO LUXO CAMPINAS LTDA;1;TATUI - PORANGABA;Rodoviária Convencional;Ativa
8302;A;RAPIDO LUXO CAMPINAS LTDA;1;PORANGABA - BOFETE;Rodoviária Convencional;Ativa
8303;A;EXPRESSO CIDADE NATUREZA TRANSPORTE LTDA;5;MOGI DAS CRUZES - SAO JOSE DOS CAMPOS;Rodoviária Convencional;Ativa
8312;A;VIAÇÃO PIRACICABANA S/A;3;OSASCO - PERUIBE;Rodoviária Litorânea;Ativa
8322;A;EMPRESA PRINCESA DO NORTE S/A;3;PARANAPANEMA - AVARE;Semiurbana;Ativa
8326;A;RAPIDO LUXO CAMPINAS LTDA;1;AVARE - SAO MANUEL;Semiurbana;Ativa
8338;A;RAPIDO LUXO CAMPINAS LTDA;1;SAO MANUEL - PRATINHA;Semiurbana;Ativa
8338;E;TURISMAR TRANSPORTE E TURISMO LTDA;3;MARILIA(TRP-NOVO) - JULIO MESQUITA;Semiurbana;Ativa
8350;A;EXPRESSO AMARELINHO LTDA;2;ITAPEVA - ITABERA;Semiurbana;Ativa
8355;A;VIAÇÃO DANUBIO AZUL LTDA;1;SÃO PAULO (T.TIÊTE) - BARRETOS;Rodoviária Convencional;Ativa
8355;E;VIAÇÃO DANUBIO AZUL LTDA;1;SÃO PAULO (T.TIÊTE) - GUAIRA;Rodoviária Convencional;Ativa
8356;A;VIAÇÃO DANUBIO AZUL LTDA;1;SÃO PAULO (T.TIÊTE) - GUAIRA;Rodoviário Executivo;Ativa
8356;E;VALLESUL TRANSPORTES E TURISMO LTDA;5;PARIQUERA-ACU - CAJATI;Rodoviária Litorânea;Ativa
8357;A;VALLESUL TRANSPORTES E TURISMO LTDA;5;CANANEIA - CAJATI;Rodoviária Litorânea;Ativa
8357;E;VIAÇÃO ITAQUERI LTDA;1;RIO DAS PEDRAS - PIRACICABA;Semiurbana;Ativa
8358;A;VIAÇÃO ITAQUERI LTDA;1;RIO DAS PEDRAS - PIRACICABA;Semiurbana;Ativa
8359;A;VIAÇÃO ITAQUERI LTDA;1;RIO DAS PEDRAS - PIRACICABA;Semiurbana;Ativa
8360;A;VIAÇÃO ITAQUERI LTDA;1;PIRACICABA - CHARQUEADA;Semiurbana;Ativa
8367;A;VIAÇÃO ITAQUERI LTDA;1;PIRACICABA - CHARQUEADA;Semiurbana;Ativa
8371;A;VIAÇÃO ITAQUERI LTDA;1;PIRACICABA - CHARQUEADA;Semiurbana;Ativa
8372;A;VIAÇÃO ITAQUERI LTDA;1;SALTINHO - PIRACICABA;Semiurbana;Ativa
8373;A;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;CAMPINAS - SAO JOSE DOS CAMPOS;Rodoviária Convencional;Ativa
8374;A;RODOVIÁRIO IBITINGUENSE LTDA;3;BAURU - REGINOPOLIS;Semiurbana;Ativa
8375;A;AUTO VIAÇÃO OURINHOS ASSIS LTDA;3;OURINHOS - RIBEIRAO DO SUL;Semiurbana;Ativa
8380;A;TURISMAR TRANSPORTE E TURISMO LTDA;3;CAMPOS NOVOS PAULISTA - OCAUÇU;Semiurbana;Ativa
8381;A;TURISMAR TRANSPORTE E TURISMO LTDA;3;OURINHOS - OCAUÇU;Semiurbana;Ativa
8382;A;PORTO DE REGISTRO TRANSPORTES LTDA;5;REGISTRO - CAJATI;Semiurbana;Ativa
8383;A;VIAÇÃO PARATY LTDA;4;SAO CARLOS - ARARAQUARA;Semiurbana;Ativa
8384;A;VB TRANSPORTES E TURISMO LTDA;1;CAPIVARI - PIRACICABA;Rodoviária Convencional;Ativa
8385;A;VIAÇÃO PIRACICABANA S/A;3;SÃO PAULO (T.TIÊTE) - ARARAQUARA;Rodoviária Convencional;Ativa
8400;A;VIAÇÃO PIRACICABANA S/A;3;SÃO PAULO (T.TIÊTE) - IBITINGA;Rodoviária Convencional;Ativa
8400;B;VIAÇÃO PIRACICABANA S/A;3;OSASCO - IBITINGA;Rodoviária Convencional;Ativa
8401;A;VIAÇÃO PIRACICABANA S/A;3;SÃO PAULO (T.TIÊTE) - IBITINGA;Rodoviário Executivo;Ativa
8404;A;VIAÇÃO PIRACICABANA S/A;3;OSASCO - IBITINGA;Rodoviário Executivo;Ativa
8419;A;TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;2;BURI - SOROCABA;Rodoviária Convencional;Ativa
8420;A;PORTO DE REGISTRO TRANSPORTES LTDA;5;APIAI - IPORANGA;Semiurbana;Ativa
8422;A;AVOA DE CANDIDO MOTA LTDA - EPP;3;ASSIS - PLATINA;Semiurbana;Ativa
8423;A;RAPIDO FENIX VIAÇÃO LTDA;1;MONTE ALEGRE DO SUL - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
8426;A;RAPIDO FENIX VIAÇÃO LTDA;1;AMPARO - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
8436;A;EXPRESSO ITAMARATI S/A;4;SAO JOSE DO RIO PRETO - APARECIDA;Rodoviária Convencional;Ativa
8439;A;EXPRESSO ITAMARATI S/A;4;SAO JOSE DO RIO PRETO - APARECIDA;Rodoviária Convencional;Ativa
8445;A;EXPRESSO ITAMARATI S/A;4;SAO JOSE DO RIO PRETO - APARECIDA;Rodoviário Executivo;Ativa
8445;B;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - MATAO;Semiurbana;Ativa
8445;C;EMPRESA PRINCESA DO NORTE S/A;3;OURINHOS - CAMPINAS;Rodoviária Convencional;Ativa
8445;D;GUERINO SEISCENTO TRANSPORTES S/A;3;ASSIS - CAMPINAS;Rodoviária Convencional;Ativa
8445;E;EXPRESSO ITAMARATI S/A;4;SANTA FE DO SUL - RIBEIRAO PRETO;Rodoviária Convencional;Ativa
8445;F;EXPRESSO ITAMARATI S/A;4;SANTA FE DO SUL - JALES;Rodoviária Convencional;Ativa
8445;G;EXPRESSO ITAMARATI S/A;4;ILHA SOLTEIRA - RIBEIRAO PRETO;Rodoviária Convencional;Ativa
8445;H;AUTO ÔNIBUS DEL OESTE LTDA - EPP;3;PIRAJU - TAQUARITUBA;Semiurbana;Ativa
8445;I;EXPRESSO ADAMANTINA LTDA;3;TUPI PAULISTA - CAMPINAS;Rodoviária Convencional;Ativa
8445;J;EXPRESSO ADAMANTINA LTDA;3;PANORAMA - CAMPINAS;Rodoviária Convencional;Ativa
8447;A;EXPRESSO ADAMANTINA LTDA;3;DRACENA - CAMPINAS;Rodoviária Convencional;Ativa
8450;A;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - AGUAS DA PRATA;Rodoviária Convencional;Ativa
8450;B;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - SAO JOAO DA BOA VISTA;Rodoviária Convencional;Ativa
8463;A;EXPRESSO ITAMARATI S/A;4;MIRASSOL - BALSAMO;Semiurbana;Ativa
8463;B;EXPRESSO ITAMARATI S/A;4;SAO JOSE DO RIO PRETO - BALSAMO;Semiurbana;Ativa
8468;A;VIAÇÃO RAPIDO BRASIL S/A;5;SAO PAULO(T.JABAQUARA) - GUARUJA;Rodoviária Litorânea;Ativa
8470;A;VIAÇÃO LUWASA LTDA;4;JULIO MESQUITA - MARILIA(TRP-NOVO);Semiurbana;Ativa
8475;A;VIAÇÃO LUWASA LTDA;4;ALVARO DE CARVALHO(CENTRO - MARILIA(TRP-NOVO);Semiurbana;Ativa
8478;A;VIAÇÃO PARATY LTDA;4;SAO CARLOS - ITIRAPINA;Semiurbana;Ativa
8478;E;VIAÇÃO PARATY LTDA;4;SAO CARLOS - ITIRAPINA;Semiurbana;Ativa
8489;A;EMPRESA DE TRANSPORTES ANDORINHA S/A;3;PRESIDENTE PRUDENTE - CAMPINAS;Rodoviária Convencional;Ativa
8490;A;EMPRESA DE TRANSPORTES ANDORINHA S/A;3;PRESIDENTE PRUDENTE - CAMPINAS;Rodoviário Leito;Ativa
8492;A;RODOVIÁRIO IBITINGUENSE LTDA;3;GARCA - ALV.CARV.(PENITENCIARIA);Semiurbana;Ativa
8507;A;RODOVIÁRIO IBITINGUENSE LTDA;3;GARCA - ALVARO DE CARVALHO(CENTRO;Semiurbana;Ativa
8509;A;VIAÇÃO COMETA S/A;5;SÃO PAULO(BARRA FUNDA) - CATANDUVA;Rodoviária Convencional;Ativa
8509;E;VIAÇÃO DANUBIO AZUL LTDA;1;SÃO PAULO(BARRA FUNDA) - IBIUNA;Rodoviária Convencional;Ativa
8514;A;RAPIDO FENIX VIAÇÃO LTDA;1;AMPARO - MOSTARDAS;Semiurbana;Ativa
8514;B;RAPIDO FENIX VIAÇÃO LTDA;1;AMPARO - PINHALZINHO;Semiurbana;Ativa
8514;E;VIAÇÃO PIRACICABANA S/A;3;NOVA EUROPA - ITAPOLIS;Rodoviária Convencional;Ativa
8515;A;VIAÇÃO LOPES LTDA;3;OSVALDO CRUZ - SAGRES(PLACA 28);Semiurbana;Ativa
8516;A;VIAÇÃO LOPES LTDA;3;OSVALDO CRUZ - LUCELIA;Semiurbana;Ativa
8516;B;VIAÇÃO LOPES LTDA;3;OSVALDO CRUZ - SAGRES;Semiurbana;Ativa
8516;C;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;SAO JOSE DOS CAMPOS - CAMPINAS;Rodoviária Convencional;Ativa
8517;A;TRANSPORTADORA SÃO PEDRO LTDA;2;GUAREI - QUADRA;Rodoviária Convencional;Ativa
8518;A;RAPIDO FENIX VIAÇÃO LTDA;1;AGUAS DE LINDOIA - MONGAGUA;Rodoviária Litorânea;Ativa
8523;A;VIAÇÃO SANTA CRUZ LTDA;1;CAMPINAS - ESPIRITO SANTO PINHAL;Rodoviária Convencional;Ativa
8523;B;VIAÇÃO PIRACICABANA S/A;3;BAURU - MARILIA;Rodoviária Convencional;Ativa
8530;A;CRISTALENSE TRANSPORTES E TURISMO LTDA;1;FRANCA - RIFAINA;Rodoviária Convencional;Ativa
8531;A;EMPRESA DE ÔNIBUS LUCHINI LTDA;3;FRUTAL DO CAMPO - ASSIS;Semiurbana;Ativa
8532;A;VIAÇÃO DANUBIO AZUL LTDA;1;PORTO FERREIRA - DESCALVADO;Rodoviária Convencional;Ativa
8545;A;VIAÇÃO ATIBAIA SÃO PAULO LTDA;1;ATIBAIA - NAZARE PAULISTA;Semiurbana;Ativa
8545;B;VIAÇÃO ATIBAIA SÃO PAULO LTDA;1;ATIBAIA - BOM JESUS DOS PERDOES;Semiurbana;Ativa
8548;A;VIAÇÃO ATIBAIA SÃO PAULO LTDA;1;SÃO PAULO (T.TIÊTE) - PIRACAIA;Rodoviária Convencional;Ativa
8551;A;VIAÇÃO ATIBAIA SÃO PAULO LTDA;1;SÃO PAULO (T.TIÊTE) - ATIBAIA;Rodoviária Convencional;Ativa
8551;B;VIAÇÃO ATIBAIA SÃO PAULO LTDA;1;ATIBAIA - MAIRIPORA;Semiurbana;Ativa
8551;C;VIAÇÃO ATIBAIA SÃO PAULO LTDA;1;PIRACAIA - ATIBAIA;Semiurbana;Ativa
8553;A;VIAÇÃO DANUBIO AZUL LTDA;1;PORTO FERREIRA - TAMBAU;Rodoviária Convencional;Ativa
8555;A;VIAÇÃO JACAREI LTDA;5;JACAREI - SANTA ISABEL;Semiurbana;Ativa
8558;A;VIAÇÃO JACAREI LTDA;5;SANTA ISABEL - IGARATA;Semiurbana;Ativa
8563;A;VIAÇÃO JACAREI LTDA;5;MOGI DAS CRUZES - JACAREI;Semiurbana;Ativa
8564;A;VIAÇÃO JACAREI LTDA;5;MOGI DAS CRUZES - JACAREI;Semiurbana;Ativa
8564;B;VIAÇÃO PIRACICABANA S/A;3;PIRACICABA - CAMPINAS;Rodoviária Convencional;Ativa
8564;C;VIAÇÃO PIRACICABANA S/A;3;PIRACICABA - UNICAMP;Rodoviária Convencional;Ativa
8564;D;VIAÇÃO PIRACICABANA S/A;3;PIRACICABA - AMERICANA;Rodoviária Convencional;Ativa
8566;A;VIAÇÃO PIRACICABANA S/A;3;PIRACICABA - SAO PAULO;Rodoviária Convencional;Ativa
8569;A;VIAÇÃO PIRACICABANA S/A;3;PIRACICABA - SAO BERNARDO DO CAMPO;Rodoviária Convencional;Ativa
8569;B;VIAÇÃO PIRACICABANA S/A;3;SANTA BARBARA DOESTE - SAO PAULO;Rodoviária Convencional;Ativa
8570;A;VIAÇÃO PIRACICABANA S/A;3;PIRACICABA - SAO PAULO;Rodoviária Convencional;Ativa
8570;B;VIAÇÃO PIRACICABANA S/A;3;PIRACICABA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
8578;A;VIAÇÃO PIRACICABANA S/A;3;AMERICANA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
8601;A;VIAÇÃO PIRACICABANA S/A;3;SANTA BARBARA DOESTE - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
8615;A;VIAÇÃO PIRACICABANA S/A;3;PIRACICABA - SÃO PAULO (T.TIÊTE);Rodoviário Executivo;Ativa
8618;A;VIAÇÃO PIRACICABANA S/A;3;PIRACICABA - SÃO PAULO (T.TIÊTE);Rodoviário Executivo;Ativa
8620;A;VIAÇÃO PIRACICABANA S/A;3;AMERICANA - LIMEIRA;Rodoviária Convencional;Ativa
8632;A;VIAÇÃO PIRACICABANA S/A;3;SÃO PAULO (T.TIÊTE) - LIMEIRA;Rodoviária Convencional;Ativa
8633;A;VIAÇÃO PIRACICABANA S/A;3;SÃO PAULO (T.TIÊTE) - AMERICANA;Rodoviária Convencional;Ativa
8633;B;VIAÇÃO PIRACEMA DE TRANSPORTE LTDA;1;PIRACICABA - TIETE;Rodoviária Convencional;Ativa
8633;C;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;SÃO PAULO(BARRA FUNDA) - ARACATUBA;Rodoviária Convencional;Ativa
8633;E;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;LINS - ARACATUBA;Rodoviária Convencional;Ativa
8651;A;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;SAO BERNARDO DO CAMPO - ARACATUBA;Rodoviária Convencional;Ativa
8652;A;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;SÃO PAULO(BARRA FUNDA) - ARACATUBA;Rodoviário Leito;Ativa
8652;B;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;SÃO PAULO(BARRA FUNDA) - LINS;Rodoviária Convencional;Ativa
8673;A;VIAÇÃO PIRACICABANA S/A;3;SÃO PAULO(BARRA FUNDA) - ANDRADINA;Rodoviária Convencional;Ativa
8675;A;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;BAURU - JAU;Rodoviária Convencional;Ativa
8687;A;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;BAURU - BOCAINA;Semiurbana;Ativa
8688;A;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;BAURU - JAU;Semiurbana;Ativa
8691;A;AUTO VIAÇÃO BRAGANCA LTDA;1;AGUAS DE LINDOIA - BRAGANCA PAULISTA;Semiurbana;Ativa
8692;A;AUTO VIAÇÃO BRAGANCA LTDA;1;SOCORRO - BRAGANCA PAULISTA;Semiurbana;Ativa
8695;A;AUTO VIAÇÃO BRAGANCA LTDA;1;PINHALZINHO - BRAGANCA PAULISTA;Semiurbana;Ativa
8699;A;AUTO VIAÇÃO BRAGANCA LTDA;1;BRAGANCA PAULISTA - ATIBAIA;Semiurbana;Ativa
8700;A;RAPIDO FENIX VIAÇÃO LTDA;1;ITATIBA - ATIBAIA;Semiurbana;Ativa
8701;A;RAPIDO FENIX VIAÇÃO LTDA;1;ITATIBA - ATIBAIA;Semiurbana;Ativa
8702;A;VIAÇÃO COMETA S/A;5;MOGI DAS CRUZES - P.GRANDE(V.MIRIM);Rodoviária Litorânea;Ativa
8704;A;VIAÇÃO COMETA S/A;5;RIBEIRAO PIRES - GUARUJA;Rodoviária Litorânea;Ativa
8705;A;EMPRESA PRINCESA DO NORTE S/A;3;SÃO PAULO(BARRA FUNDA) - FARTURA;Rodoviária Convencional;Ativa
8716;A;EMPRESA PRINCESA DO NORTE S/A;3;SÃO PAULO(BARRA FUNDA) - FARTURA;Rodoviário Executivo;Ativa
8717;A;VIAÇÃO GUAXUPE LTDA;1;ESPIRITO SANTO PINHAL - SAO JOAO DA BOA VISTA;Rodoviária Convencional;Ativa
8725;A;VIAÇÃO SANTA CRUZ LTDA;1;CAMPINAS - ESPIRITO SANTO PINHAL;Rodoviária Convencional;Ativa
8725;B;JANDAIA TRANSPORTES E TURISMO LTDA;3;PRESIDENTE PRUDENTE - TACIBA;Semiurbana;Ativa
8731;A;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;ANDRADINA - SAO JOSE DO RIO PRETO;Rodoviária Convencional;Ativa
8732;A;VB TRANSPORTES E TURISMO LTDA;1;INDAIATUBA - SALTO;Semiurbana;Ativa
8736;A;VIAÇÃO ATIBAIA SÃO PAULO LTDA;1;JARINU - CAMPO LIMPO PAULISTA;Semiurbana;Ativa
8754;A;VIAÇÃO ATIBAIA SÃO PAULO LTDA;1;JARINU - CAMPO LIMPO PAULISTA;Semiurbana;Ativa
8757;A;VIAÇÃO PIRACICABANA S/A;3;CAMPINAS - ARARAQUARA;Rodoviária Convencional;Ativa
8760;A;VIAÇÃO PIRACICABANA S/A;3;AMERICANA - ARARAQUARA;Rodoviária Convencional;Ativa
8762;A;VIAÇÃO PIRACICABANA S/A;3;IBITINGA - BORBOREMA;Rodoviária Convencional;Ativa
8763;A;EXPRESSO ITAMARATI S/A;4;SAO JOSE DO RIO PRETO - JALES;Rodoviária Convencional;Ativa
8764;A;EXPRESSO ITAMARATI S/A;4;SAO JOSE DO RIO PRETO - VOTUPORANGA;Semiurbana;Ativa
8765;A;EXPRESSO ITAMARATI S/A;4;SAO JOSE DO RIO PRETO - TANABI;Semiurbana;Ativa
8767;A;VIAÇÃO GUAXUPE LTDA;1;MOCOCA - CASSIA DOS COQUEIROS;Rodoviária Convencional;Ativa
8769;A;VIAÇÃO DANUBIO AZUL LTDA;1;CAMPINAS - SANTA RITA DO P.QUATRO;Rodoviária Convencional;Ativa
8772;A;VIAÇÃO DANUBIO AZUL LTDA;1;ARARAS - SANTA RITA DO P.QUATRO;Rodoviária Convencional;Ativa
8806;A;EXPRESSO ITAMARATI S/A;4;SAO JOSE DO RIO PRETO - GUAPIACU;Semiurbana;Ativa
8808;A;EXPRESSO ITAMARATI S/A;4;SAO JOSE DO RIO PRETO - GUAPIACU;Semiurbana;Ativa
8809;A;VALLESUL TRANSPORTES E TURISMO LTDA;5;REGISTRO - ELDORADO;Rodoviária Convencional;Ativa
8824;A;VALLESUL TRANSPORTES E TURISMO LTDA;5;REGISTRO - PARIQUERA-ACU;Rodoviária Litorânea;Ativa
8831;A;VALLESUL TRANSPORTES E TURISMO LTDA;5;REGISTRO - IGUAPE;Rodoviária Litorânea;Ativa
8838;A;VALLESUL TRANSPORTES E TURISMO LTDA;5;REGISTRO - ILHA COMPRIDA;Rodoviária Litorânea;Ativa
8843;A;VALLESUL TRANSPORTES E TURISMO LTDA;5;PARIQUERA-ACU - ILHA COMPRIDA;Rodoviária Litorânea;Ativa
8850;A;VALLESUL TRANSPORTES E TURISMO LTDA;5;PARIQUERA-ACU - IGUAPE;Rodoviária Litorânea;Ativa
8869;A;PORTO DE REGISTRO TRANSPORTES LTDA;5;REGISTRO - CAJATI;Semiurbana;Ativa
8879;A;PORTO DE REGISTRO TRANSPORTES LTDA;5;REGISTRO - CAJATI;Semiurbana;Ativa
8879;B;VALLESUL TRANSPORTES E TURISMO LTDA;5;SÃO PAULO(BARRA FUNDA) - REGISTRO;Rodoviária Convencional;Ativa
8882;A;VALLESUL TRANSPORTES E TURISMO LTDA;5;SÃO PAULO(BARRA FUNDA) - CAJATI;Rodoviária Convencional;Ativa
8889;A;VALLESUL TRANSPORTES E TURISMO LTDA;5;REGISTRO - MIRACATU;Semiurbana;Ativa
8907;A;RAPIDO LUXO CAMPINAS LTDA;1;ITUPEVA - JUNDIAI;Semiurbana;Ativa
8935;A;RAPIDO LUXO CAMPINAS LTDA;1;ITUPEVA - JUNDIAI;Semiurbana;Ativa
8936;A;RAPIDO LUXO CAMPINAS LTDA;1;ITUPEVA(B.Monte Serrat) - JUNDIAI;Semiurbana;Ativa
8939;A;RAPIDO LUXO CAMPINAS LTDA;1;ITUPEVA - JUNDIAI;Semiurbana;Ativa
8945;A;VIAÇÃO COMETA S/A;5;CAMPINAS - ARARAQUARA;Rodoviária Convencional;Ativa
8963;A;EXPRESSO ITAMARATI S/A;4;SAO JOSE DO RIO PRETO - RIBEIRAO PRETO;Rodoviária Convencional;Ativa
8964;A;VIAÇÃO DANUBIO AZUL LTDA;1;CAMPINAS - BARRETOS;Rodoviária Convencional;Ativa
8977;A;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - MOCOCA;Rodoviária Convencional;Ativa
8979;A;EXPRESSO ITAMARATI S/A;4;SAO JOSE DO RIO PRETO - POTIRENDABA;Semiurbana;Ativa
8979;L;EXPRESSO ITAMARATI S/A;4;SAO JOSE DO RIO PRETO - CEDRAL;Semiurbana;Ativa
8982;A;VIAÇÃO SANTA CRUZ LTDA;1;MOJI MIRIM - ITAPIRA;Rodoviária Convencional;Ativa
8992;A;VIAÇÃO SANTA CRUZ LTDA;1;CAMPINAS - ITAPIRA;Rodoviária Convencional;Ativa
8996;A;TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;2;SÃO PAULO(BARRA FUNDA) - ITARARE;Rodoviária Convencional;Ativa
9000;A;TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;2;SOROCABA - ITARARE;Rodoviária Convencional;Ativa
9002;A;TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;2;SOROCABA - ITAPEVA;Rodoviária Convencional;Ativa
9009;A;TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;2;ITAPEVA - ITARARE;Semiurbana;Ativa
9010;A;TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;2;SÃO PAULO(BARRA FUNDA) - ITAPEVA;Rodoviária Convencional;Ativa
9013;A;TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;2;ITARARE - CAPAO BONITO;Rodoviária Convencional;Ativa
9015;A;TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;2;SOROCABA - APIAI;Rodoviária Convencional;Ativa
9017;A;EXPRESSO ITAMARATI S/A;4;JABOTICABAL - RIBEIRAO PRETO;Semiurbana;Ativa
9024;A;PORTO DE REGISTRO TRANSPORTES LTDA;5;IPORANGA - ELDORADO;Semiurbana;Ativa
9026;A;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - CABREUVA;Semiurbana;Ativa
9027;A;RAPIDO LUXO CAMPINAS LTDA;1;CABREUVA - ITUPEVA;Semiurbana;Ativa
